Header,Price,Artist,Dimensions,Specifications,Imgs
Inspiration,8520,Ivan Stoyanov,35(L)x60(A)x15(P)cm,2010 • Bulgaria,"['https://www.singulart.com/images/artworks/v2/cutout/26827/main/zoom/1593953_95210e8d061c46e4ddaf1e4d060bffca.png', 'https://www.singulart.com/images/artworks/v2/cropped/26827/alts/zoom/alt_1593953_e600690d6fbadfede50fe7ac9200794c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26827/alts/zoom/alt_1593953_9166d8062d40fceda2aa9d88a9bd2960.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26827/alts/zoom/alt_1593953_ef862968235940f83fcfd52d882df7c8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26827/alts/zoom/alt_1593953_b144c7ec7cfb93331ba789c39dda5acb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26827/alts/zoom/alt_1593953_a21866fdd0dd4488946abb12d6ace4b1.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/26827/main/zoom/1593953_95210e8d061c46e4ddaf1e4d060bffca.png']"
in my mind,7740,Michelle Kranz,60 x 140 cm,"2018 • Alemania • Acrílico, Tinta china en Lienzo","['https://www.singulart.com/images/artworks/pictures/cropped/8351/28307/zoom/serie_28307_41c0911c413496b4cc37c5a37296e4b0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_693bbf4b8314d425483c9263b36d94e3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_1c6d69f88fa6931e6c57f72f963ba00e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_27d898ef691eb5fb763c1aad85911ee4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_320ceaced8052062989eb954bd724f92.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_7c83b618fee9aaec376add216e7cd291.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_7cf1773b5d8ea1e998925beb8df9f523.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_ee18b23f8b0bca132076d17dd0382e6c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_ce6a8b8e804696839ddf3386785fe5ba.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_4a3efc49553681714fdf55032097d802.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_0619f99055178cc8c466e1c6c2c40bb3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_8302511cc47e590548be5f373f2ca22f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_daf44e3d8be295402c237db12d43cfa0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_e85e6cce0918fd1490e0a94b010cc0b7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_705f08ade194d069a49bffae9684270d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_947e1205d2b366f91ce83291fa149e00.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_3c2dfdf25a9a104e495e2b1beb896a34.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_ce2ca7dac1f9f5b5bffea3fc8c660d3d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_03d98d3abb46bdcfe340ef4a6f0bdaba.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_dfff1746d556897dfa8b0de9750de499.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_6ac476a977d5d5dbf5d43f8f74fc9772.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_8810b6b224ec364a98f0f7f1f683f90c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_ba1699fe4711b7820e049ea1dae9c441.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_932fa278b68ebb7192aee9d69fbb17cd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_57ac74916b4bd4491b3390886bbd858d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_32244d9d1bfb3847859a6cebb7f9d7fb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_4a687b379d93cb12e621ebbd3fd3ad62.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_cd95df337ec8b9af802d8350b1edf43f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_bda90fb95a92b04cce4b892300f9c1cd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/8351/alts/zoom/alt_268305_a7cc1294f0160efee718d8322753412f.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/8351/28307/zoom/serie_28307_41c0911c413496b4cc37c5a37296e4b0.jpeg']"
Eye contact,8300,Anna Dart,38 x 28 cm,2020 • Suiza • Acuarela en Papel,"['https://www.singulart.com/images/artworks/v2/cropped/26389/main/zoom/1856716_eb89c8187110a11151632fcea48c2ef8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_7f6f9fd0b162c338b8a01a1946dc1591.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_0bd8ba0fc2a6cf77f6274f54a37c8b87.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_555a1730a28e6fe848e4dda95e57ca6d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_bb808b975f45970a3c984bbfa1595ce7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_2c3668fa1a6700ebe60551e01a056f9a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_ad887ec9b3e1262c48fdf27cc37d8cb0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_d39f538110aa6eb84f4d5d2b40c6690c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/alts/zoom/alt_1856716_fb6136aa1fb458627f4af477bda94822.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/26389/main/zoom/1856716_eb89c8187110a11151632fcea48c2ef8.jpeg']"
Horizon,9510,Dietmar Brixy,100 x 100 cm,"2019 • Alemania • Óleo, Algodón en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/33860/main/zoom/1897086_7031ccabc99b5ed9e194268c3d9d353f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33860/alts/zoom/alt_1897086_bdaaa0507560d481eb5328ce2a8610fa.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33860/alts/zoom/alt_1897086_6c802589c2a1dbb4488baafed51e9388.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33860/alts/zoom/alt_1897086_6b1f17ae48f1bc3d40b8d527dfdf22b9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33860/alts/zoom/alt_1897086_7031ccabc99b5ed9e194268c3d9d353f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/33860/main/zoom/1897086_7031ccabc99b5ed9e194268c3d9d353f.jpeg']"
KINOKABAN Ocean Colors,14220,Yuuki Kamei,22(L)x23(A)x9(P)cm,2022 • Japón,"['https://www.singulart.com/images/artworks/v2/cutout/68724/main/zoom/2304543_7c8568c2c52d9ac81cc4b34fbfa62112.png', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_02e536eb84d14d4d366f01fd1df54856.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_b3d29a2f9b5c5381cb99b8c1b155c1cd.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_085a5c151351a7138c56f912047b343e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_397d59e791242dbb750bb2ae39c645d0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_9f8f4735a3f1e0d158ec50dc65e9aa7f.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_467e7181864042d90ab95f179c5cbff4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_826ab0e1cdb13e227241aa39b9f11fb4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/68724/alts/zoom/alt_2304543_0a72c02cdd3a604b92cf7799c3af05d0.jpeg', 'https://www.singulart.com/images/artworks/v2/cutout/68724/main/zoom/2304543_7c8568c2c52d9ac81cc4b34fbfa62112.png']"
Coquelicots en tapisserie - Peinture au couteau,7950,Gyslaine Pachet Micheneau,80 x 160 cm,2021 • Francia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/24415/main/zoom/1108679_2973376c424f5ba3681b43b5072db3b9.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/24415/alts/zoom/alt_1108679_5c326a522eaaf04848735fc61d8ad5e4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/24415/alts/zoom/alt_1108679_3c55d4590a64cac5b40cd1d10f73bd15.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/24415/alts/zoom/alt_1108679_1cc9f474d8b256d2a3e9e1a1dc84c34a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/24415/alts/zoom/alt_1108679_6d8208436b27f6ac236aadec876d1b18.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/24415/alts/zoom/alt_1108679_9f8f5d798c1ef59c8e9856f0f177b686.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/24415/main/zoom/1108679_2973376c424f5ba3681b43b5072db3b9.jpeg']"
"""Winter""",7510,Besik Arbolishvili,55 x 121 cm,2023 • Georgia • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/v2/cropped/6079/main/zoom/2302860_e7947f905126ab2aac138241bbaa234a.png', 'https://www.singulart.com/images/artworks/v2/cropped/6079/alts/zoom/alt_2302860_3f911a29160b7e94a78158354d59304d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/6079/alts/zoom/alt_2302860_3ea649501a4884fd9f5ea546692f6222.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/6079/alts/zoom/alt_2302860_28611a2e37cee9dbcab46e22f54f5101.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/6079/alts/zoom/alt_2302860_168474524b59adb163626d07e2b97abf.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/6079/alts/zoom/alt_2302860_6aa7450d6d7385a9753e5fc2349fdd75.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/6079/main/zoom/2302860_e7947f905126ab2aac138241bbaa234a.png']"
In my garden,9670,Emily Starck,200 x 230 cm,"2023 • Francia • Acrílico, Pastel al óleo en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/14821/main/zoom/1852416_0ed01b0531cc062f55b11b93ad5ca439.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_18ab5248d2ac9436ccacfb9eed8fdb13.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_9ed3372809a92591bcb6dd3168599e10.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_e3756e6a992701fd24d55253a96e8972.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_152b3a7a95f0d434e369417abae40e47.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_f33bbbf18e989499afe368ad9a647fde.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_460c0f4f4ba8952f688bc8e548b7edff.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_4e33f48a1683bb65f927b8628a1f4218.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_11854360e04a3292f33187758a1f0de4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_9f62a40530b18de4a33d99d97c6b031b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_6c49e5b6d1a6808545f498e93a71d248.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_0b942f7095f4b9496b5621aec92f63de.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_51c757eaee5fa8da4377782098370830.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_df5036f0722896001889ddb0d9a22a34.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_07ad4001ef9f281406d1e92f564b35c3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_704fbf29a563e3919d1c0dbf3d1e5346.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_454221b957ac413454e1f28dca2f49a8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_dcafbf217999f94ae1fecd2327b243e5.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_c9d5eb2d85d3a238dcd57f8cd684f628.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_0274674320784e05957813a60bb5453d.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/alts/zoom/alt_1852416_98c93538be9a8b3d4f41266006adafaf.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/14821/main/zoom/1852416_0ed01b0531cc062f55b11b93ad5ca439.jpeg']"
Sarajevo 1984 Winter Olympics,9960,Cy Twombly,93 x 68 cm,1984 • Estados Unidos,"['https://www.singulart.com/images/artworks/v2/cropped/36586/main/zoom/2212239_4c7aa3ef82e8d793b6237b3663aa3f02.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/36586/main/zoom/2212239_4c7aa3ef82e8d793b6237b3663aa3f02.jpeg']"
Dreaming Boy,7660,Anne Brenner,146 x 114 cm,2013 • Francia • Óleo en Lino,"['https://www.singulart.com/images/artworks/v2/cropped/16605/main/zoom/945929_fdf917c32947516f2b73525f6a9a6981.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_866a44077c41e877bc8f06a7a331cfd7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_37463b4de54f36465ea1d4cef253ae33.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_aef1fe86a01a8e18925ba57f7b31f0e4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_35233dd8c9e247f6c9b6aeaa5ad2fb35.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_f5d0253ed1cc0521630499d962dee6db.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_ea82d05e6f41b0b0efd4ef9de7de7b65.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_a166a04186c2ea4094b23be6ac394dea.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_d1095e7d6485504f1176b9bf907a4a83.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_9297cfd5c8cece75a87c705bdb4758b8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_6158c16be40c6d65f21be52ab1a0e0e0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/alts/zoom/alt_945929_81e626540a5eddced865097297885962.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/16605/main/zoom/945929_fdf917c32947516f2b73525f6a9a6981.jpeg']"
Big Bonsai Lemon Tree,7800,Angie Brooksby-Arcangioli,150 x 150 cm,"2024 • Francia • Acrílico, Acuarela en Lienzo","['https://www.singulart.com/images/artworks/v2/cropped/4027/main/zoom/1913121_0bde0765881b3cda463705a48eae1362.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_876f4345204fe0193750c90cdd769f0e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_c5f5e44a625f83249fb5bdfcf55e1c75.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_b4693e0259025bb24ae3af4118c1d1e1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_f442c7b9ce70d9020bb35c3e91435ffb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_7f141fbaee6fb9b3f896eb0bdd02878c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_9865c1e49057d2c9673ba59aa3138d85.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_ea825a21d3f3a0c41475589d29df9923.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_aa0254eb1c4f58f1f361332573594ee0.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_3902ea11b09a2411f7055fcf10507f7c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_091eb61ef9a3bbf5a09b33e40637b2d3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_6d6f188c44efc402ce4ba6e215f49011.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_4f9904faa37238da3770af2a79ca592b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_c95907a8e52e0630aaba5571cb8b6f73.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_d35dae4b7aad31dca92c291da0ac34f7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_39814efa2e070900bbde1bff065b1f5a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_55206a2195cdf0007d3a5d85dd955b09.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_be362d9ad240772163abdfb73d39c24e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_bd40b4c3bb74a0a916986a4be84764e8.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_8156e061359a5586a858123e38238ae6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_2668bed95ab512758b98062aae031780.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_b1a714f35615bf1e886322fe26f164fc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_9e7d14e3b5e78c35c3c3a76ef76f4127.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_42537107dcd3fcd62b592a0377b5dee7.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_6f0a5677339af0bdf3d0d556deee481b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_2be77426bf1cfb05b5940b7c5ccf0dbb.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_ec57d1266b8e9c0ab994f49046da1149.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_1a78c36f798cab192bd38c43103a8ad4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_f4cdef0d1a2a64c474ff23d83d563c2a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_7e8475d8e2f726193f21820c9e325436.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_cd487c87528d368b0b26dab40da0eeb1.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_109e821711ee840e501cdab3aab3a39c.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_85ee568eb251d57b2a9978cf0cd378d3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_84f8cecfd9a679e959e1eb68e9d14390.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_be3cf98404784b60027f861fbb51f5a4.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_708a522dfc0f8cc09eb7768edcabd66b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_380b4a33407d24ebb75e2462e4749b74.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_36288f6fcf711442027d4f9c84b5975a.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/alts/zoom/alt_1913121_9ab0bf5a7ba5a5e264c3475854e55b09.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/4027/main/zoom/1913121_0bde0765881b3cda463705a48eae1362.jpeg']"
Sommerloch,8870,Carola E. Thiele,50 x 140 cm,2017 • Alemania • Óleo en Lienzo,"['https://www.singulart.com/images/artworks/pictures/cropped/2235/5095/zoom/serie_5095_98408f6c67d36e13a0b0791125ea2fa6.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2235/alts/zoom/alt_39235_24e619282f94d21d9ae94eaa3b33f905.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/2235/alts/zoom/alt_39235_a7eabbb4704c5e32e9fb79fc6073845a.jpeg', 'https://www.singulart.com/images/artworks/pictures/cropped/2235/5095/zoom/serie_5095_98408f6c67d36e13a0b0791125ea2fa6.jpeg']"
ALBERI NELLA NEVE,9500,Piero Casarin,90 x 131 cm,2009 • Italia • Acrílico en Madera,"['https://www.singulart.com/images/artworks/v2/cropped/17149/main/zoom/889701_208ec73fd198aeec0d92325bb99a684b.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17149/alts/zoom/alt_889701_f0919dcd28654d7a19656b45abe9f242.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17149/alts/zoom/alt_889701_5b41070bb3f50e31677a6dcf64bf05fc.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17149/alts/zoom/alt_889701_a4e0ad4c231ad5a7ea45d3c7eb4034ef.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17149/alts/zoom/alt_889701_7f451000ad310421af9f9bcfa400ea9e.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17149/alts/zoom/alt_889701_1c40702cdead5cbdaf2291366a4942c3.jpeg', 'https://www.singulart.com/images/artworks/v2/cropped/17149/main/zoom/889701_208ec73fd198aeec0d92325bb99a684b.jpeg']"
